     0: >>> E[0:00:00]-R[?]: Return=    -0.924, Steps=5.02, Features = 16
 99338: E[0:14:23]-R[0:07:20]: Return=    -1.077, Steps=  78, Features = 25
 99506: E[0:14:24]-R[0:07:19]: Return=    -1.061, Steps=  62, Features = 25
 99696: E[0:14:26]-R[0:07:17]: Return=    -1.189, Steps= 190, Features = 25
 99920: E[0:14:28]-R[0:07:15]: Return=    -1.223, Steps= 224, Features = 25
100150: E[0:14:30]-R[0:07:13]: Return=    -1.153, Steps= 154, Features = 25
100446: E[0:14:33]-R[0:07:11]: Return=    -1.249, Steps= 250, Features = 25
100620: E[0:14:34]-R[0:07:09]: Return=    -1.173, Steps= 174, Features = 25
100804: E[0:14:36]-R[0:07:07]: Return=    -1.183, Steps= 184, Features = 25
101018: E[0:14:38]-R[0:07:05]: Return=    -1.213, Steps= 214, Features = 25
101228: E[0:14:39]-R[0:07:04]: Return=     0.895, Steps= 106, Features = 25
101396: E[0:14:41]-R[0:07:02]: Return=     0.889, Steps= 112, Features = 25
101526: E[0:14:42]-R[0:07:01]: Return=    -1.091, Steps=  92, Features = 25
101644: E[0:14:43]-R[0:07:00]: Return=    -1.117, Steps= 118, Features = 25
101816: E[0:14:44]-R[0:06:59]: Return=     0.855, Steps= 146, Features = 25
102206: E[0:14:48]-R[0:06:55]: Return=     0.657, Steps= 344, Features = 25
102486: E[0:14:50]-R[0:06:53]: Return=    -1.279, Steps= 280, Features = 25
102806: E[0:14:53]-R[0:06:50]: Return=    -1.301, Steps= 302, Features = 25
103044: E[0:14:55]-R[0:06:48]: Return=    -1.205, Steps= 206, Features = 25
103166: E[0:14:56]-R[0:06:47]: Return=    -1.019, Steps=  20, Features = 25
103342: E[0:14:58]-R[0:06:45]: Return=    -1.175, Steps= 176, Features = 25
103502: E[0:14:59]-R[0:06:44]: Return=    -1.159, Steps= 160, Features = 25
103790: E[0:15:02]-R[0:06:41]: Return=    -1.287, Steps= 288, Features = 25
104124: E[0:15:05]-R[0:06:39]: Return=    -1.259, Steps= 260, Features = 25
104504: E[0:15:08]-R[0:06:35]: Return=    -1.349, Steps= 350, Features = 25
104772: E[0:15:11]-R[0:06:33]: Return=    -1.247, Steps= 248, Features = 25
104928: E[0:15:12]-R[0:06:32]: Return=    -1.155, Steps= 156, Features = 25
105186: E[0:15:14]-R[0:06:30]: Return=    -1.157, Steps= 158, Features = 25
105436: E[0:15:16]-R[0:06:27]: Return=    -1.235, Steps= 236, Features = 25
105600: E[0:15:18]-R[0:06:26]: Return=    -1.101, Steps= 102, Features = 25
105736: E[0:15:19]-R[0:06:25]: Return=    -1.135, Steps= 136, Features = 25
105956: E[0:15:21]-R[0:06:23]: Return=    -1.219, Steps= 220, Features = 25
106130: E[0:15:22]-R[0:06:21]: Return=    -1.129, Steps= 130, Features = 25
106260: E[0:15:23]-R[0:06:20]: Return=    -1.071, Steps=  72, Features = 25
106388: E[0:15:24]-R[0:06:19]: Return=    -1.127, Steps= 128, Features = 25
106564: E[0:15:26]-R[0:06:17]: Return=    -1.073, Steps=  74, Features = 25
106684: E[0:15:27]-R[0:06:16]: Return=    -1.003, Steps=   4, Features = 25
106918: E[0:15:29]-R[0:06:14]: Return=    -1.233, Steps= 234, Features = 25
107052: E[0:15:30]-R[0:06:13]: Return=    -1.103, Steps= 104, Features = 25
107466: E[0:15:34]-R[0:06:10]: Return=    -1.413, Steps= 414, Features = 25
107638: E[0:15:35]-R[0:06:08]: Return=     0.829, Steps= 172, Features = 25
107814: E[0:15:37]-R[0:06:07]: Return=    -1.175, Steps= 176, Features = 25
108062: E[0:15:39]-R[0:06:04]: Return=    -1.167, Steps= 168, Features = 25
108264: E[0:15:41]-R[0:06:03]: Return=    -1.175, Steps= 176, Features = 25
108424: E[0:15:42]-R[0:06:01]: Return=    -1.119, Steps= 120, Features = 25
108814: E[0:15:46]-R[0:05:58]: Return=    -1.273, Steps= 274, Features = 25
109036: E[0:15:48]-R[0:05:56]: Return=    -1.153, Steps= 154, Features = 25
109170: E[0:15:49]-R[0:05:55]: Return=    -1.133, Steps= 134, Features = 25
109374: E[0:15:51]-R[0:05:53]: Return=    -1.141, Steps= 142, Features = 25
109616: E[0:15:53]-R[0:05:51]: Return=    -1.183, Steps= 184, Features = 25
109882: E[0:15:55]-R[0:05:49]: Return=    -1.151, Steps= 152, Features = 25
110116: E[0:15:57]-R[0:05:47]: Return=    -1.233, Steps= 234, Features = 25
110364: E[0:15:59]-R[0:05:44]: Return=    -1.223, Steps= 224, Features = 25
110574: E[0:16:01]-R[0:05:43]: Return=    -1.209, Steps= 210, Features = 25
110878: E[0:16:04]-R[0:05:40]: Return=    -1.197, Steps= 198, Features = 25
111040: E[0:16:05]-R[0:05:39]: Return=    -1.083, Steps=  84, Features = 25
111174: E[0:16:06]-R[0:05:38]: Return=    -1.043, Steps=  44, Features = 25
111298: E[0:16:08]-R[0:05:36]: Return=    -1.061, Steps=  62, Features = 25
111512: E[0:16:10]-R[0:05:35]: Return=    -1.213, Steps= 214, Features = 25
111772: E[0:16:12]-R[0:05:32]: Return=    -1.259, Steps= 260, Features = 25
111890: E[0:16:13]-R[0:05:31]: Return=    -1.117, Steps= 118, Features = 25
112086: E[0:16:15]-R[0:05:30]: Return=    -1.103, Steps= 104, Features = 25
112224: E[0:16:16]-R[0:05:28]: Return=     0.863, Steps= 138, Features = 25
112728: E[0:16:20]-R[0:05:24]: Return=    -1.503, Steps= 504, Features = 25
113164: E[0:16:24]-R[0:05:20]: Return=    -1.377, Steps= 378, Features = 25
113288: E[0:16:25]-R[0:05:19]: Return=    -1.025, Steps=  26, Features = 25
113462: E[0:16:27]-R[0:05:18]: Return=    -1.065, Steps=  66, Features = 25
113752: E[0:16:29]-R[0:05:15]: Return=    -1.171, Steps= 172, Features = 25
113876: E[0:16:30]-R[0:05:14]: Return=    -1.109, Steps= 110, Features = 25
114020: E[0:16:31]-R[0:05:13]: Return=    -1.107, Steps= 108, Features = 25
114190: E[0:16:33]-R[0:05:11]: Return=    -1.119, Steps= 120, Features = 25
114340: E[0:16:34]-R[0:05:10]: Return=    -1.051, Steps=  52, Features = 25
114594: E[0:16:37]-R[0:05:08]: Return=     0.747, Steps= 254, Features = 25
114960: E[0:16:40]-R[0:05:05]: Return=    -1.365, Steps= 366, Features = 25
115088: E[0:16:41]-R[0:05:04]: Return=    -1.013, Steps=  14, Features = 25
115234: E[0:16:42]-R[0:05:02]: Return=    -1.145, Steps= 146, Features = 25
115420: E[0:16:44]-R[0:05:01]: Return=    -1.185, Steps= 186, Features = 25
115546: E[0:16:45]-R[0:05:00]: Return=     0.979, Steps=  22, Features = 25
115766: E[0:16:47]-R[0:04:58]: Return=    -1.181, Steps= 182, Features = 25
115908: E[0:16:48]-R[0:04:57]: Return=    -1.141, Steps= 142, Features = 25
116194: E[0:16:51]-R[0:04:54]: Return=    -1.239, Steps= 240, Features = 25
116438: E[0:16:53]-R[0:04:52]: Return=    -1.173, Steps= 174, Features = 25
116566: E[0:16:54]-R[0:04:51]: Return=    -1.033, Steps=  34, Features = 25
116866: E[0:16:57]-R[0:04:48]: Return=    -1.239, Steps= 240, Features = 25
117036: E[0:16:58]-R[0:04:47]: Return=    -1.087, Steps=  88, Features = 25
117474: E[0:17:02]-R[0:04:43]: Return=    -1.437, Steps= 438, Features = 25
117634: E[0:17:03]-R[0:04:41]: Return=    -1.117, Steps= 118, Features = 25
118016: E[0:17:06]-R[0:04:38]: Return=    -1.381, Steps= 382, Features = 25
118326: E[0:17:09]-R[0:04:35]: Return=    -1.293, Steps= 294, Features = 25
     0: >>> E[0:00:00]-R[?]: Return=    -1.011, Steps=12.4, Features = 25
    74: E[0:00:01]-R[0:00:47]: Return=    -1.019, Steps=  20, Features = 25
   186: E[0:00:02]-R[0:00:46]: Return=    -1.013, Steps=  14, Features = 25
   308: E[0:00:03]-R[0:00:45]: Return=    -1.025, Steps=  26, Features = 25
   420: E[0:00:04]-R[0:00:43]: Return=    -1.045, Steps=  46, Features = 25
   764: E[0:00:07]-R[0:00:39]: Return=    -1.263, Steps= 264, Features = 25
   894: E[0:00:08]-R[0:00:38]: Return=    -1.019, Steps=  20, Features = 25
  1016: E[0:00:09]-R[0:00:36]: Return=    -1.021, Steps=  22, Features = 25
  1144: E[0:00:10]-R[0:00:35]: Return=    -1.027, Steps=  28, Features = 25
  1286: E[0:00:12]-R[0:00:33]: Return=    -1.141, Steps= 142, Features = 25
  1484: E[0:00:13]-R[0:00:32]: Return=    -1.137, Steps= 138, Features = 25
  1624: E[0:00:15]-R[0:00:30]: Return=    -1.139, Steps= 140, Features = 25
  1806: E[0:00:16]-R[0:00:29]: Return=    -1.071, Steps=  72, Features = 25
  2036: E[0:00:18]-R[0:00:26]: Return=    -1.209, Steps= 210, Features = 25
  2166: E[0:00:19]-R[0:00:25]: Return=     0.871, Steps= 130, Features = 25
  2296: E[0:00:20]-R[0:00:24]: Return=    -1.069, Steps=  70, Features = 25
  2420: E[0:00:21]-R[0:00:23]: Return=     0.919, Steps=  82, Features = 25
  2538: E[0:00:22]-R[0:00:22]: Return=    -1.045, Steps=  46, Features = 25
  2710: E[0:00:24]-R[0:00:20]: Return=    -1.121, Steps= 122, Features = 25
  2882: E[0:00:25]-R[0:00:19]: Return=    -1.143, Steps= 144, Features = 25
  3004: E[0:00:27]-R[0:00:18]: Return=    -1.043, Steps=  44, Features = 25
  3376: E[0:00:30]-R[0:00:14]: Return=    -1.271, Steps= 272, Features = 25
  3554: E[0:00:31]-R[0:00:13]: Return=    -1.177, Steps= 178, Features = 25
  3788: E[0:00:33]-R[0:00:11]: Return=    -1.153, Steps= 154, Features = 25
  3944: E[0:00:35]-R[0:00:09]: Return=    -1.091, Steps=  92, Features = 25
  4162: E[0:00:37]-R[0:00:07]: Return=    -1.103, Steps= 104, Features = 25
  4352: E[0:00:39]-R[0:00:06]: Return=    -1.109, Steps= 110, Features = 25
  4468: E[0:00:40]-R[0:00:05]: Return=    -1.057, Steps=  58, Features = 25
  4628: E[0:00:41]-R[0:00:03]: Return=    -1.159, Steps= 160, Features = 25
  4838: E[0:00:43]-R[0:00:01]: Return=    -1.099, Steps= 100, Features = 25
  4958: E[0:00:44]-R[0:00:00]: Return=    -1.035, Steps=  36, Features = 25
  5000: >>> E[0:00:44]-R[0:00:00]: Return=   -0.3112, Steps=112.2, Features = 25
Total Experiment Duration 0:00:44
Output:			./Results/Experiment2/
